PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32957655","FusionSense: Emotion Classification Using Feature Fusion of Multimodal Data and Deep Learning in a Brain-Inspired Spiking Neural Network","Tan C, Ceballos G, Kasabov N, Puthanmadam Subramaniyam N.","Sensors (Basel). 2020 Sep 17;20(18):5328. doi: 10.3390/s20185328.","Tan C","Sensors (Basel)","2020","2020/09/22","PMC7571195","","10.3390/s20185328"
"33668254","Multi-Path and Group-Loss-Based Network for Speech Emotion Recognition in Multi-Domain Datasets","Noh KJ, Jeong CY, Lim J, Chung S, Kim G, Lim JM, Jeong H.","Sensors (Basel). 2021 Feb 24;21(5):1579. doi: 10.3390/s21051579.","Noh KJ","Sensors (Basel)","2021","2021/03/06","PMC7956608","","10.3390/s21051579"
"32658520","An analysis of conscious fear and automatic threat response in psychopathy","Lamoureux VA, Glenn AL.","Personal Disord. 2021 Mar;12(2):171-181. doi: 10.1037/per0000406. Epub 2020 Jul 13.","Lamoureux VA","Personal Disord","2021","2020/07/14","","","10.1037/per0000406"
"30024180","Development and validation of the Facial Expression Recognition Test (FERT)","Passarelli M, Masini M, Bracco F, Petrosino M, Chiorri C.","Psychol Assess. 2018 Nov;30(11):1479-1490. doi: 10.1037/pas0000595. Epub 2018 Jul 19.","Passarelli M","Psychol Assess","2018","2018/07/20","","","10.1037/pas0000595"
"26353261","Detection and Rectification of Distorted Fingerprints","Si X, Feng J, Zhou J, Luo Y.","IEEE Trans Pattern Anal Mach Intell. 2015 Mar;37(3):555-68. doi: 10.1109/TPAMI.2014.2345403.","Si X","IEEE Trans Pattern Anal Mach Intell","2015","2015/09/10","","","10.1109/TPAMI.2014.2345403"
"30778842","EEG-based mild depression recognition using convolutional neural network","Li X, La R, Wang Y, Niu J, Zeng S, Sun S, Zhu J.","Med Biol Eng Comput. 2019 Jun;57(6):1341-1352. doi: 10.1007/s11517-019-01959-2. Epub 2019 Feb 19.","Li X","Med Biol Eng Comput","2019","2019/02/20","","","10.1007/s11517-019-01959-2"
"32077720","Maternal emotion socialization in early childhood predicts adolescents' amygdala-vmPFC functional connectivity to emotion faces","Chen X, McCormick EM, Ravindran N, McElwain NL, Telzer EH.","Dev Psychol. 2020 Mar;56(3):503-515. doi: 10.1037/dev0000852.","Chen X","Dev Psychol","2020","2020/02/21","","","10.1037/dev0000852"
"31847398","Distinguishing Emotional Responses to Photographs and Artwork Using a Deep Learning-Based Approach","Yang H, Han J, Min K.","Sensors (Basel). 2019 Dec 14;19(24):5533. doi: 10.3390/s19245533.","Yang H","Sensors (Basel)","2019","2019/12/19","PMC6960756","","10.3390/s19245533"
"31789529","Emotional expressions reinstate recognition of other-race faces in infants following perceptual narrowing","Quinn PC, Lee K, Pascalis O, Xiao NG.","Dev Psychol. 2020 Jan;56(1):15-27. doi: 10.1037/dev0000858. Epub 2019 Dec 2.","Quinn PC","Dev Psychol","2020","2019/12/03","","","10.1037/dev0000858"
"29615853","Exploring EEG Features in Cross-Subject Emotion Recognition","Li X, Song D, Zhang P, Zhang Y, Hou Y, Hu B.","Front Neurosci. 2018 Mar 19;12:162. doi: 10.3389/fnins.2018.00162. eCollection 2018.","Li X","Front Neurosci","2018","2018/04/05","PMC5867345","","10.3389/fnins.2018.00162"
"33930026","SUST Bangla Emotional Speech Corpus (SUBESCO): An audio-only emotional speech corpus for Bangla","Sultana S, Rahman MS, Selim MR, Iqbal MZ.","PLoS One. 2021 Apr 30;16(4):e0250173. doi: 10.1371/journal.pone.0250173. eCollection 2021.","Sultana S","PLoS One","2021","2021/04/30","PMC8087046","","10.1371/journal.pone.0250173"
"30570316","Lateralized processing of emotional images: A left hemisphere memory deficit","Moeck EK, Thomas NA, Takarangi MKT.","Emotion. 2020 Mar;20(2):236-247. doi: 10.1037/emo0000554. Epub 2018 Dec 20.","Moeck EK","Emotion","2020","2018/12/21","","","10.1037/emo0000554"
"24853832","Recognizing emotional speech in Persian: a validated database of Persian emotional speech (Persian ESD)","Keshtiari N, Kuhlmann M, Eslami M, Klann-Delius G.","Behav Res Methods. 2015 Mar;47(1):275-94. doi: 10.3758/s13428-014-0467-x.","Keshtiari N","Behav Res Methods","2015","2014/05/24","","","10.3758/s13428-014-0467-x"
"29522408","Improving Acoustic Models in TORGO Dysarthric Speech Database","Joy NM, Umesh S.","IEEE Trans Neural Syst Rehabil Eng. 2018 Mar;26(3):637-645. doi: 10.1109/TNSRE.2018.2802914.","Joy NM","IEEE Trans Neural Syst Rehabil Eng","2018","2018/03/10","","","10.1109/TNSRE.2018.2802914"
"32040475","DMENet: Diabetic Macular Edema diagnosis using Hierarchical Ensemble of CNNs","Singh RK, Gorantla R.","PLoS One. 2020 Feb 10;15(2):e0220677. doi: 10.1371/journal.pone.0220677. eCollection 2020.","Singh RK","PLoS One","2020","2020/02/11","PMC7010263","","10.1371/journal.pone.0220677"
"25300451","Combining Video, Audio and Lexical Indicators of Affect in Spontaneous Conversation via Particle Filtering","Savran A, Cao H, Shah M, Nenkova A, Verma R.","Proc ACM Int Conf Multimodal Interact. 2012;2012:485-492. doi: 10.1145/2388676.2388781.","Savran A","Proc ACM Int Conf Multimodal Interact","2012","2014/10/11","PMC4187218","NIHMS434206","10.1145/2388676.2388781"
"29879683","Low-level image properties in facial expressions","Menzel C, Redies C, Hayn-Leichsenring GU.","Acta Psychol (Amst). 2018 Jul;188:74-83. doi: 10.1016/j.actpsy.2018.05.012. Epub 2018 Jun 4.","Menzel C","Acta Psychol (Amst)","2018","2018/06/08","","","10.1016/j.actpsy.2018.05.012"
"32576288","Revealing the microbial assemblage structure in the human gut microbiome using latent Dirichlet allocation","Hosoda S, Nishijima S, Fukunaga T, Hattori M, Hamada M.","Microbiome. 2020 Jun 23;8(1):95. doi: 10.1186/s40168-020-00864-3.","Hosoda S","Microbiome","2020","2020/06/25","PMC7313204","","10.1186/s40168-020-00864-3"
"30382882","A novel approach to emotion recognition using local subset feature selection and modified Dempster-Shafer theory","Zangeneh Soroush M, Maghooli K, Setarehdan SK, Nasrabadi AM.","Behav Brain Funct. 2018 Oct 31;14(1):17. doi: 10.1186/s12993-018-0149-4.","Zangeneh Soroush M","Behav Brain Funct","2018","2018/11/02","PMC6208176","","10.1186/s12993-018-0149-4"
"30688485","Beyond romance: Neural and genetic correlates of altruism in pair-bonds","Acevedo BP, Poulin MJ, Brown LL.","Behav Neurosci. 2019 Feb;133(1):18-31. doi: 10.1037/bne0000293.","Acevedo BP","Behav Neurosci","2019","2019/01/29","","","10.1037/bne0000293"
"32682098","Neural responses to negative facial emotions: Sex differences in the correlates of individual anger and fear traits","Li G, Zhang S, Le TM, Tang X, Li CR.","Neuroimage. 2020 Nov 1;221:117171. doi: 10.1016/j.neuroimage.2020.117171. Epub 2020 Jul 16.","Li G","Neuroimage","2020","2020/07/19","PMC7789231","NIHMS1657525","10.1016/j.neuroimage.2020.117171"
"30206797","The Glasgow Norms: Ratings of 5,500 words on nine scales","Scott GG, Keitel A, Becirspahic M, Yao B, Sereno SC.","Behav Res Methods. 2019 Jun;51(3):1258-1270. doi: 10.3758/s13428-018-1099-3.","Scott GG","Behav Res Methods","2019","2018/09/13","PMC6538586","","10.3758/s13428-018-1099-3"
"27807443","Weighted Feature Gaussian Kernel SVM for Emotion Recognition","Wei W, Jia Q.","Comput Intell Neurosci. 2016;2016:7696035. doi: 10.1155/2016/7696035. Epub 2016 Oct 11.","Wei W","Comput Intell Neurosci","2016","2016/11/04","PMC5078736","","10.1155/2016/7696035"
"32519291","FaReT: A free and open-source toolkit of three-dimensional models and software to study face perception","Hays J, Wong C, Soto FA.","Behav Res Methods. 2020 Dec;52(6):2604-2622. doi: 10.3758/s13428-020-01421-4.","Hays J","Behav Res Methods","2020","2020/06/11","","","10.3758/s13428-020-01421-4"
"33995223","The Child Emotion Facial Expression Set: A Database for Emotion Recognition in Children","Negrão JG, Osorio AAC, Siciliano RF, Lederman VRG, Kozasa EH, D'Antino MEF, Tamborim A, Santos V, de Leucas DLB, Camargo PS, Mograbi DC, Mecca TP, Schwartzman JS.","Front Psychol. 2021 Apr 29;12:666245. doi: 10.3389/fpsyg.2021.666245. eCollection 2021.","Negrão JG","Front Psychol","2021","2021/05/17","PMC8116652","","10.3389/fpsyg.2021.666245"
"27837051","Perception of Sung Speech in Bimodal Cochlear Implant Users","Crew JD, Galvin JJ 3rd, Fu QJ.","Trends Hear. 2016 Nov 11;20:2331216516669329. doi: 10.1177/2331216516669329.","Crew JD","Trends Hear","2016","2016/11/13","PMC5117252","","10.1177/2331216516669329"
"30415631","Identifying Suitable Brain Regions and Trial Size Segmentation for Positive/Negative Emotion Recognition","Sorinas J, Grima MD, Ferrandez JM, Fernandez E.","Int J Neural Syst. 2019 Mar;29(2):1850044. doi: 10.1142/S0129065718500442. Epub 2018 Sep 18.","Sorinas J","Int J Neural Syst","2019","2018/11/13","","","10.1142/S0129065718500442"
"23757552","Affective State Level Recognition in Naturalistic Facial and Vocal Expressions","Meng H, Bianchi-Berthouze N.","IEEE Trans Cybern. 2014 Mar;44(3):315-28. doi: 10.1109/TCYB.2013.2253768. Epub 2013 Apr 23.","Meng H","IEEE Trans Cybern","2014","2013/06/13","","","10.1109/TCYB.2013.2253768"
"29670564","Biometric and Emotion Identification: An ECG Compression Based Method","Brás S, Ferreira JHT, Soares SC, Pinho AJ.","Front Psychol. 2018 Apr 4;9:467. doi: 10.3389/fpsyg.2018.00467. eCollection 2018.","Brás S","Front Psychol","2018","2018/04/20","PMC5893853","","10.3389/fpsyg.2018.00467"
"30441290","Comparing Manual and Machine Annotations of Emotions in Non-acted Speech","Deshpande G, Viraraghavan VS, Duggirala M, Vempada RR, Patel S.","Annu Int Conf IEEE Eng Med Biol Soc. 2018 Jul;2018:4241-4244. doi: 10.1109/EMBC.2018.8513230.","Deshpande G","Annu Int Conf IEEE Eng Med Biol Soc","2018","2018/11/17","","","10.1109/EMBC.2018.8513230"
"34214034","Affective Image Content Analysis: Two Decades Review and New Perspectives","Zhao S, Yao X, Yang J, Jia G, Ding G, Chua TS, Schuller BW, Keutzer K.","IEEE Trans Pattern Anal Mach Intell. 2021 Jul 2;PP. doi: 10.1109/TPAMI.2021.3094362. Online ahead of print.","Zhao S","IEEE Trans Pattern Anal Mach Intell","2021","2021/07/02","","","10.1109/TPAMI.2021.3094362"
"33639796","Speech emotion recognition based on transfer learning from the FaceNet framework","Liu S, Zhang M, Fang M, Zhao J, Hou K, Hung CC.","J Acoust Soc Am. 2021 Feb;149(2):1338. doi: 10.1121/10.0003530.","Liu S","J Acoust Soc Am","2021","2021/02/28","","","10.1121/10.0003530"
"33801739","Context-Aware Emotion Recognition in the Wild Using Spatio-Temporal and Temporal-Pyramid Models","Do NT, Kim SH, Yang HJ, Lee GS, Yeom S.","Sensors (Basel). 2021 Mar 27;21(7):2344. doi: 10.3390/s21072344.","Do NT","Sensors (Basel)","2021","2021/04/03","PMC8036494","","10.3390/s21072344"
"30073024","Emotion Recognition Based on Weighted Fusion Strategy of Multichannel Physiological Signals","Wei W, Jia Q, Feng Y, Chen G.","Comput Intell Neurosci. 2018 Jul 5;2018:5296523. doi: 10.1155/2018/5296523. eCollection 2018.","Wei W","Comput Intell Neurosci","2018","2018/08/04","PMC6057426","","10.1155/2018/5296523"
"31292285","Mutual information between heart rate variability and respiration for emotion characterization","Valderas MT, Bolea J, Laguna P, Bailón R, Vallverdú M.","Physiol Meas. 2019 Sep 3;40(8):084001. doi: 10.1088/1361-6579/ab310a.","Valderas MT","Physiol Meas","2019","2019/07/12","","","10.1088/1361-6579/ab310a"
"32105143","Speech spoken by familiar people is more resistant to interference by linguistically similar speech","Holmes E, Johnsrude IS.","J Exp Psychol Learn Mem Cogn. 2020 Aug;46(8):1465-1476. doi: 10.1037/xlm0000823. Epub 2020 Feb 27.","Holmes E","J Exp Psychol Learn Mem Cogn","2020","2020/02/28","","","10.1037/xlm0000823"
"32294105","Tsinghua facial expression database - A database of facial expressions in Chinese young and older women and men: Development and validation","Yang T, Yang Z, Xu G, Gao D, Zhang Z, Wang H, Liu S, Han L, Zhu Z, Tian Y, Huang Y, Zhao L, Zhong K, Shi B, Li J, Fu S, Liang P, Banissy MJ, Sun P.","PLoS One. 2020 Apr 15;15(4):e0231304. doi: 10.1371/journal.pone.0231304. eCollection 2020.","Yang T","PLoS One","2020","2020/04/16","PMC7159817","","10.1371/journal.pone.0231304"
"32201866","Mutual Correlation Attentive Factors in Dyadic Fusion Networks for Speech Emotion Recognition","Gu Y, Lyu X, Sun W, Li W, Chen S, Li X, Ivan M.","Proc ACM Int Conf Multimed. 2019 Oct;2019:157-166. doi: 10.1145/3343031.3351039.","Gu Y","Proc ACM Int Conf Multimed","2019","2020/03/24","PMC7085887","NIHMS1571671","10.1145/3343031.3351039"
"29809034","Facial-affect recognition deficit as a predictor of different aspects of social-communication impairment in traumatic brain injury","Rigon A, Turkstra LS, Mutlu B, Duff MC.","Neuropsychology. 2018 May;32(4):476-483. doi: 10.1037/neu0000368.","Rigon A","Neuropsychology","2018","2018/05/30","PMC5975647","NIHMS965737","10.1037/neu0000368"
"27460014","A seeding-searching-ensemble method for gland segmentation in H&E-stained images","Zhang Y, Yang L, MacKenzie JD, Ramachandran R, Chen DZ.","BMC Med Inform Decis Mak. 2016 Jul 21;16 Suppl 2(Suppl 2):80. doi: 10.1186/s12911-016-0312-5.","Zhang Y","BMC Med Inform Decis Mak","2016","2016/07/28","PMC4965734","","10.1186/s12911-016-0312-5"
"32804113","Detection of coronavirus disease from X-ray images using deep learning and transfer learning algorithms","Albahli S, Albattah W.","J Xray Sci Technol. 2020;28(5):841-850. doi: 10.3233/XST-200720.","Albahli S","J Xray Sci Technol","2020","2020/08/18","PMC7592683","","10.3233/XST-200720"
"31901878","Breast cancer diagnosis using thermography and convolutional neural networks","Ekici S, Jawzal H.","Med Hypotheses. 2020 Apr;137:109542. doi: 10.1016/j.mehy.2019.109542. Epub 2019 Dec 27.","Ekici S","Med Hypotheses","2020","2020/01/06","","","10.1016/j.mehy.2019.109542"
"31187498","Development of a facial-expression database of Chinese Han, Hui and Tibetan people","Ma J, Yang B, Luo R, Ding X.","Int J Psychol. 2020 Jun;55(3):456-464. doi: 10.1002/ijop.12602. Epub 2019 Jun 11.","Ma J","Int J Psychol","2020","2019/06/13","","","10.1002/ijop.12602"
"31254647","Superior emotional regulating effects of creative cognitive reappraisal","Wu X, Guo T, Tan T, Zhang W, Qin S, Fan J, Luo J.","Neuroimage. 2019 Oct 15;200:540-551. doi: 10.1016/j.neuroimage.2019.06.061. Epub 2019 Jun 26.","Wu X","Neuroimage","2019","2019/06/30","","","10.1016/j.neuroimage.2019.06.061"
"30505240","DEEP MULTIMODAL LEARNING FOR EMOTION RECOGNITION IN SPOKEN LANGUAGE","Gu Y, Chen S, Marsic I.","Proc IEEE Int Conf Acoust Speech Signal Process. 2018 Apr;2018:5079-5083. doi: 10.1109/ICASSP.2018.8462440. Epub 2018 Sep 13.","Gu Y","Proc IEEE Int Conf Acoust Speech Signal Process","2018","2018/12/04","PMC6261381","NIHMS993312","10.1109/ICASSP.2018.8462440"
"31192660","The role of reappraisal success in emotional and memory outcomes","Yeh N, Barber SJ, Suri G, Opitz P.","Emotion. 2020 Sep;20(6):939-950. doi: 10.1037/emo0000575. Epub 2019 Jun 13.","Yeh N","Emotion","2020","2019/06/14","","","10.1037/emo0000575"
"29201333","Development of the Arabic Voice Pathology Database and Its Evaluation by Using Speech Features and Machine Learning Algorithms","Mesallam TA, Farahat M, Malki KH, Alsulaiman M, Ali Z, Al-Nasheri A, Muhammad G.","J Healthc Eng. 2017;2017:8783751. doi: 10.1155/2017/8783751. Epub 2017 Oct 19.","Mesallam TA","J Healthc Eng","2017","2017/12/05","PMC5672151","","10.1155/2017/8783751"
"28282400","Developing a benchmark for emotional analysis of music","Aljanaki A, Yang YH, Soleymani M.","PLoS One. 2017 Mar 10;12(3):e0173392. doi: 10.1371/journal.pone.0173392. eCollection 2017.","Aljanaki A","PLoS One","2017","2017/03/11","PMC5345802","","10.1371/journal.pone.0173392"
"29137838","Fusion of fMRI and non-imaging data for ADHD classification","Riaz A, Asad M, Alonso E, Slabaugh G.","Comput Med Imaging Graph. 2018 Apr;65:115-128. doi: 10.1016/j.compmedimag.2017.10.002. Epub 2017 Oct 19.","Riaz A","Comput Med Imaging Graph","2018","2017/11/16","","","10.1016/j.compmedimag.2017.10.002"
"31116445","Evaluation of an automated grid artifact detection system for quality control in digital mammography","MacLellan CJ, Layman RR, Geiser W, Gress DA, Jones AK.","Med Phys. 2019 Aug;46(8):3442-3450. doi: 10.1002/mp.13621. Epub 2019 Jun 27.","MacLellan CJ","Med Phys","2019","2019/05/23","","","10.1002/mp.13621"
"33175234","Proof-of-Concept Study: a Mobile Application to Derive Clinical Outcome Measures from Expression and Speech for Mental Health Status Evaluation","Siena FL, Vernon M, Watts P, Byrom B, Crundall D, Breedon P.","J Med Syst. 2020 Nov 11;44(12):209. doi: 10.1007/s10916-020-01671-x.","Siena FL","J Med Syst","2020","2020/11/11","PMC7658062","","10.1007/s10916-020-01671-x"
"33823091","A novel signal to image transformation and feature level fusion for multimodal emotion recognition","Hatipoglu Yilmaz B, Kose C.","Biomed Tech (Berl). 2021 Apr 7;66(4):353-362. doi: 10.1515/bmt-2020-0229. Print 2021 Aug 26.","Hatipoglu Yilmaz B","Biomed Tech (Berl)","2021","2021/04/06","","","10.1515/bmt-2020-0229"
"27213726","Emotional aftereffects: When emotion impairs subsequent picture recognition","Flaisch T, Steinhauser M, Schupp HT.","Emotion. 2016 Oct;16(7):987-96. doi: 10.1037/emo0000190. Epub 2016 May 23.","Flaisch T","Emotion","2016","2016/05/24","","","10.1037/emo0000190"
"33132857","Potent and Quick Responses to Conspecific Faces and Snakes in the Anterior Cingulate Cortex of Monkeys","Konoike N, Iwaoki H, Nakamura K.","Front Behav Neurosci. 2020 Sep 29;14:156. doi: 10.3389/fnbeh.2020.00156. eCollection 2020.","Konoike N","Front Behav Neurosci","2020","2020/11/02","PMC7552906","","10.3389/fnbeh.2020.00156"
"30760113","Valence, arousal, and dominance ratings for facial stimuli","Sutton TM, Herbert AM, Clark DQ.","Q J Exp Psychol (Hove). 2019 Aug;72(8):2046-2055. doi: 10.1177/1747021819829012. Epub 2019 Feb 13.","Sutton TM","Q J Exp Psychol (Hove)","2019","2019/02/15","","","10.1177/1747021819829012"
"31248004","Visual and Thermal Image Processing for Facial Specific Landmark Detection to Infer Emotions in a Child-Robot Interaction","Goulart C, Valadão C, Delisle-Rodriguez D, Funayama D, Favarato A, Baldo G, Binotte V, Caldeira E, Bastos-Filho T.","Sensors (Basel). 2019 Jun 26;19(13):2844. doi: 10.3390/s19132844.","Goulart C","Sensors (Basel)","2019","2019/06/29","PMC6650968","","10.3390/s19132844"
